# pos_1,average_velocity_axis
1.389139705019461386e-03,4.551293174575792716e-02
2.470278535103650856e-03,4.846786332724802721e-02
4.392845456035934966e-03,5.533754115171870408e-02
7.811706625951745156e-03,6.466204091570625090e-02
1.389139705019461560e-02,7.127953498105653318e-02
2.470278535103651030e-02,7.195840929296139221e-02
4.392845456035934792e-02,6.955916605172314526e-02
7.811706625951746197e-02,6.715100614918431687e-02
1.389139705019461490e-01,6.488555516958503799e-02
2.470278535103651030e-01,6.359480062198806516e-02
4.392845456035935348e-01,5.931385808493336298e-02
7.811706625951745364e-01,5.250416461453040473e-02
