# pos_1,average_velocity_axis
1.389139705019461386e-03,1.898791002360207814e-01
2.470278535103650856e-03,1.943758581544947350e-01
4.392845456035934966e-03,2.023799533799526817e-01
7.811706625951745156e-03,2.087701093978807099e-01
1.389139705019461560e-02,2.107226882160392611e-01
2.470278535103651030e-02,1.897878944446899918e-01
4.392845456035934792e-02,1.793344667136906045e-01
7.811706625951746197e-02,1.785930506527677875e-01
1.389139705019461490e-01,1.757656026879929889e-01
2.470278535103651030e-01,1.716933674415592470e-01
4.392845456035935348e-01,1.664982306780226351e-01
7.811706625951745364e-01,1.510192984654183113e-01
