# surftimeconst,average_velocity_axis_0_t_inf
0.000000000000000000e+00,-3.379915903748598066e+04,7.366028834618387918e+04,3.594476058403674688e+04,-1.841668453002546130e+03,1.667464666658329370e+05,-5.366249304282923731e+02,2.300629264884478835e+04,5.283695569135254118e+03,-3.029569013446843383e+04,-6.731543761204938346e+04,-9.223082597868055927e+02,-4.458921378484981688e+03,-3.093388071992569166e+04
6.122448979591836593e-02,1.784703742901444901e+06,-3.859800606546632480e+06,-1.964512633557259804e+06,9.890395439228508621e+04,-9.036641018726177514e+06,3.179592957841146927e+04,-1.213931564243610948e+06,-2.720239180764381308e+05,1.634506375277997460e+06,3.423441196813429240e+06,4.490121706786254799e+04,2.267044596304643201e+05,1.668682598833309021e+06
1.224489795918367319e-01,2.078141744077441096e+07,-4.498422117535670102e+07,-2.278306151391761005e+07,1.149320236051990651e+06,-1.049060183078094721e+08,3.654925753532575909e+05,-1.413647509780009836e+07,-3.176965734990478493e+06,1.898439333575525135e+07,4.004055091636593640e+07,5.278938579860455357e+05,2.651698040255538188e+06,1.938142825336632133e+07
1.836734693877550839e-01,7.871366832685536146e+07,-1.704294983548473120e+08,-8.619674939974988997e+07,4.350783348510971293e+06,-3.970108989665799737e+08,1.379290533767948393e+06,-5.354596698002561927e+07,-1.204354138337125629e+07,7.185560774856914580e+07,1.518519134856591523e+08,2.004949347152770497e+06,1.005660253365119919e+07,7.335851791847574711e+07
2.448979591836734637e-01,1.973387827934182882e+08,-4.273255290817818046e+08,-2.159826238103070259e+08,1.090466946375408769e+07,-9.949207965610337257e+08,3.451927026196322404e+06,-1.342437498829251826e+08,-3.020575049141705036e+07,1.800843921709915698e+08,3.809254286693068743e+08,5.032961417226046324e+06,2.522749865297191590e+07,1.838511664297582507e+08
3.061224489795918435e-01,3.984140872327371836e+08,-8.628022102929235697e+08,-4.359177322648419738e+08,2.201235475376619771e+07,-2.008205224657166958e+09,6.962139274012220092e+06,-2.710311664785038233e+08,-6.099759268732613325e+07,3.635069891602944136e+08,7.693289962319227457e+08,1.016882380086388253e+07,5.095046711137215793e+07,3.711105886228104830e+08
3.673469387755101678e-01,7.036969080370856524e+08,-1.523989438925035238e+09,-7.697791222826071978e+08,3.887521539053214341e+07,-3.546433696820973873e+09,1.228866449858947285e+07,-4.787095594387664199e+08,-1.077530675992967337e+08,6.419596412737492323e+08,1.359130515938120127e+09,1.796943023072427884e+07,9.001158862200637162e+07,6.553879993332288265e+08
4.285714285714285476e-01,1.134944571598738194e+09,-2.458017111914881229e+09,-1.241343841382856369e+09,6.269462754603681713e+07,-5.719175726618453979e+09,1.981023992130193114e+07,-7.720802714357182980e+08,-1.738061748555272222e+08,1.035278591068628430e+09,2.192397887552513599e+09,2.899167443946525827e+07,1.451969438980290592e+08,1.056934613396610379e+09
4.897959183673469274e-01,1.713914404309968472e+09,-3.712015126199224472e+09,-1.874388937084841728e+09,9.467196739226505160e+07,-8.636000827615598679e+09,2.990560276352341846e+07,-1.165944645141364098e+09,-2.624909140842158198e+08,1.563300081102203369e+09,3.311199010839715958e+09,4.379245015974482149e+07,2.192926136525946259e+08,1.596001645648551464e+09
5.510204081632652517e-01,2.462363732563050270e+09,-5.333113378714826584e+09,-2.692691456907815933e+09,1.360086111012017131e+08,-1.240647851337840652e+10,4.295349024662777781e+07,-1.675104023227708578e+09,-3.771412849135606289e+08,2.245860353931746006e+09,4.757601785564340591e+09,6.292865112422095984e+07,3.150846785988575816e+08,2.292840310924648285e+09
6.122448979591836871e-01,3.402049882750258923e+09,-7.368441766398455620e+09,-3.720028448371033669e+09,1.879059348448316753e+08,-1.714017829747287941e+10,5.933263959198887646e+07,-2.314359748366758347e+09,-5.210912869717603922e+08,3.102795652114529133e+09,6.573674111491003990e+09,8.695717106555174291e+07,4.353592194499724507e+08,3.167701824060499668e+09
6.734693877551020114e-01,4.554730181263865471e+09,-9.865130186186868668e+09,-4.980176958993745804e+09,2.515653147951397598e+08,-2.294666969346500015e+10,7.942178802098050714e+07,-3.098513163230516434e+09,-6.976749198870129585e+08,4.153942218207823277e+09,8.801483888384317398e+09,1.164349037163950950e+08,5.829023169190934896e+08,4.240837399891699314e+09
7.346938775510203357e-01,5.942161954496145248e+09,-1.287030853501683044e+10,-6.496914036295204163e+09,3.281881271241106987e+08,-2.993552221492076874e+10,1.035996727549765110e+08,-4.042365610490987778e+09,-9.102261832875163555e+08,5.419136294768898964e+09,1.148309901600889206e+10,1.519187428094090521e+08,7.605000517193752527e+08,5.532498253253843307e+09
7.959183673469387710e-01,7.586102528839376450e+09,-1.643110670982511330e+10,-8.294016727794667244e+09,4.189757480037298203e+08,-3.821630537540619659e+10,1.322450310153508037e+08,-5.160718432820179939e+09,-1.162079076801469803e+09,6.918214124355033875e+09,1.466058739412935066e+10,1.939655820772517025e+08,9.709385045639727116e+08,7.062935598982534409e+09
8.571428571428570953e-01,9.508309230685825348e+09,-2.059465460754846191e+10,-1.039526208101138115e+10,5.251295536059813499e+08,-4.789858868848725891e+10,1.657366000234771073e+08,-6.468372972890095711e+09,-1.456567600057070732e+09,8.671011949523492813e+09,1.837601692251029205e+10,2.431323152525809109e+08,1.217003756166039467e+09,8.852400651913360596e+09
9.183673469387755306e-01,1.173053938642777252e+10,-2.540808212512366104e+10,-1.282442714346460152e+10,6.478509201028506756e+08,-5.909194166772996521e+10,2.044531170007293522e+08,-7.980130573372739792e+09,-1.797025752682517767e+09,1.069736601283155251e+10,2.267145550091634369e+10,2.999758360680548549e+08,1.501481887238730431e+09,1.092114462688192558e+10
9.795918367346938549e-01,1.427455032245748520e+10,-3.091851915948745728e+10,-1.560528896267358208e+10,7.883412236663222313e+08,-7.190593382670028687e+10,2.487733191684812903e+08,-9.710792576940116882e+09,-2.186787534306008816e+09,1.301711255683648109e+10,2.758897102911211395e+10,3.650530382563313246e+08,1.827158978495199919e+09,1.328941873872382355e+10
1.040816326530612290e+00,1.716209936516724968e+10,-3.717309560757663727e+10,-1.876162458615757751e+10,9.478018404683814049e+08,-8.645013467896427917e+10,2.990759437481068969e+08,-1.167516032626423836e+10,-2.629186944555743217e+09,1.565008782409555626e+10,3.317063140686222076e+10,4.389208155500686765e+08,2.196821110648602962e+09,1.597747420227465248e+10
1.102040816326530503e+00,2.041494384094931793e+10,-4.421894136632791138e+10,-2.231721106143582916e+10,1.127434146681012154e+09,-1.028341137380878296e+11,3.557397279609797597e+08,-1.388803516401709557e+10,-3.127557983059916496e+09,1.861612805716603470e+10,3.945850453393125916e+10,5.221360616819242835e+08,2.613254364412092686e+09,1.900556223236999893e+10
1.163265306122448939e+00,2.405484107619598770e+10,-5.210318633267810059e+10,-2.629582543602761078e+10,1.328439518476200342e+09,-1.211674405176370697e+11,4.191434090284740329e+08,-1.636421843287070847e+10,-3.685234649446731091e+09,2.193506949860521317e+10,4.649465831008387756e+10,6.152556703845568895e+08,3.079244820498825550e+09,2.239393404384547424e+10
1.224489795918367374e+00,2.810354839729952240e+10,-6.087296040356395721e+10,-3.072124475745215988e+10,1.552019332025930643e+09,-1.415596845311779175e+11,4.896657241719634533e+08,-1.911851147549707413e+10,-4.305550943344382286e+09,2.562674839097034836e+10,5.432116063508466339e+10,7.188365353906242847e+08,3.597578559621954441e+09,2.616284085153667450e+10
1.285714285714285587e+00,3.258282313065218353e+10,-7.057539347592219543e+10,-3.561724607322872162e+10,1.799374963502186537e+09,-1.641204152922763062e+11,5.676854106128214598e+08,-2.216571563456819534e+10,-4.991840864381068230e+09,2.971100097681869888e+10,6.298007940869821930e+10,8.334355504327838421e+08,4.171041662494633198e+09,3.033253387027917480e+10
1.346938775510204023e+00,3.751442260264627838e+10,-8.125761544668966675e+10,-4.100760643087657928e+10,2.071707789076955557e+09,-1.889592023144984131e+11,6.535812055724227428e+08,-2.552063225275608826e+10,-5.747438412184989929e+09,3.420766349870757294e+10,7.251348253068920898e+10,9.596096092436947823e+08,4.802420209830018997e+09,3.492326431490860748e+10
1.408163265306122458e+00,4.292010413967404938e+10,-9.296675621280307007e+10,-4.691610287791495514e+10,2.370219184922220230e+09,-2.161856151114100952e+11,7.477318462721405029e+08,-2.919806267273274994e+10,-6.575677586384343147e+09,3.913657219919421387e+10,8.296343790082218933e+10,1.097915605556014299e+09,5.494500282341264725e+09,3.995528340026053619e+10
1.469387755102040671e+00,4.882162506812776947e+10,-1.057499456711991425e+11,-5.336651246186310577e+10,2.696110527209965229e+09,-2.459092231965773010e+11,8.505160699333482981e+08,-3.321280823717016983e+10,-7.479892386607323647e+09,4.451756332083587646e+10,9.437201341886178589e+10,1.248910433102399826e+09,6.250067960741522789e+09,4.544884234117056274e+10
1.530612244897959107e+00,5.524074271439974213e+10,-1.196543137188147278e+11,-6.038261223024030304e+10,3.050583192112178326e+09,-2.782395960835661621e+11,9.623126137774207592e+08,-3.757967028874037933e+10,-8.463416812482136726e+09,5.037047310618988800e+10,1.067812769845726471e+11,1.413150985615510702e+09,7.071909325743951797e+09,5.142419235247431183e+10
1.591836734693877542e+00,6.219921440488223267e+10,-1.347269902525865784e+11,-6.798817923056581116e+10,3.434838555800841808e+09,-3.132863032859426880e+11,1.083500215025731564e+09,-4.231345017011538696e+10,-9.529584863636978149e+09,5.671513779781349182e+10,1.202332964977193909e+11,1.591194156828004599e+09,7.962810458061704636e+09,5.790158464900736237e+10
1.653061224489795977e+00,6.971879746596749878e+10,-1.510151051694513855e+11,-7.620699051035884094e+10,3.850077994447940826e+09,-3.511589143172728271e+11,1.214457610899654150e+09,-4.742894922396717834e+10,-1.068173053970004272e+10,6.357139363826394653e+10,1.347701398580665894e+11,1.783596840472538948e+09,8.925557438407934189e+09,6.490127044560530090e+10
1.714285714285714191e+00,7.782124922404779053e+10,-1.685657883663459473e+11,-8.506282311713864136e+10,4.297502884225460052e+09,-3.919669986911223755e+11,1.355563538620562315e+09,-5.294096879296775055e+10,-1.192318784029952812e+10,7.095907687009851074e+10,1.504338749653788147e+11,1.990915930281771660e+09,9.962936347495794296e+09,7.244350095710371399e+10
1.775510204081632626e+00,8.652832700551547241e+10,-1.874261697402070923e+11,-9.457945409842451477e+10,4.778314601305386543e+09,-4.358201259210576172e+11,1.507196735409830570e+09,-5.886431021978913116e+10,-1.325729076506364059e+10,7.889802373587452698e+10,1.672665697194208069e+11,2.213708319988361835e+09,1.107773326603844452e+10,8.054852739833822632e+10
1.836734693877551061e+00,9.586178813676271057e+10,-2.076433791879714661e+11,-1.047806605017356873e+11,5.293714521859702110e+09,-4.828278655206444092e+11,1.669735938488831758e+09,-6.521377484710330963e+10,-1.468737331362057114e+10,8.740807047814918518e+10,1.853102920199570618e+11,2.452530903324966431e+09,1.227273427474903297e+10,8.923660098414443970e+10
1.897959183673469274e+00,1.058433899441818390e+11,-2.292645466065758667e+11,-1.156902193745913849e+11,5.844904022060392380e+09,-5.330997870034487305e+11,1.843559885078940392e+09,-7.200416401758230591e+10,-1.621676948559851646e+10,9.650905333947978210e+10,2.046071097667522583e+11,2.707940574024242878e+09,1.355072545434071732e+10,9.852797292935791016e+10
1.959183673469387710e+00,1.164948897541651154e+11,-2.523368018929571533e+11,-1.273319077645109253e+11,6.433084478079442978e+09,-5.867454598830366211e+11,2.029047312401530266e+09,-7.925027907389810181e+10,-1.784881328062568283e+10,1.062208085624236145e+11,2.251990908595710144e+11,2.980494225818851471e+09,1.491449288552665138e+10,1.084428944488142853e+11
2.020408163265305923e+00,1.278380448931048126e+11,-2.769072749440520020e+11,-1.397295027190134888e+11,7.059457266088839531e+09,-6.438744536729741211e+11,2.226576957677975178e+09,-8.696692135872271729e+10,-1.958683869833025742e+10,1.165631723895379333e+11,2.471283031981778564e+11,3.270748752441447735e+09,1.636682264901998901e+10,1.190016167573491058e+11
2.081632653061224580e+00,1.398946126873932800e+11,-3.030230956567972412e+11,-1.529067812856184387e+11,7.725223762260566711e+09,-7.045963378868273926e+11,2.436527558129649162e+09,-9.516889221472819519e+10,-2.143417973834045792e+10,1.275559810633800659e+11,2.704368146823375549e+11,3.579261047624692917e+09,1.791050082553389359e+10,1.302243910697980499e+11
