# intensity,pdf
5.000000000000000104e-03,9.736731815527731726e+01
1.499999999999999944e-02,5.064499781098564801e-01
2.500000000000000139e-02,1.815575965593159979e-01
3.500000000000000333e-02,1.152486023798614256e-01
4.499999999999999833e-02,8.711994997786716433e-02
5.500000000000000028e-02,7.038381891269572532e-02
6.500000000000000222e-02,6.040265972524223870e-02
7.500000000000001110e-02,5.324650000388297943e-02
8.499999999999999223e-02,4.819714525347914419e-02
9.500000000000000111e-02,4.482307206565291219e-02
1.050000000000000100e-01,4.250543491977822746e-02
1.149999999999999911e-01,4.134206601213036292e-02
1.250000000000000000e-01,4.120100563610520905e-02
1.350000000000000089e-01,4.147705927520808911e-02
1.450000000000000178e-01,4.296805228201113630e-02
1.549999999999999989e-01,4.568460210417180090e-02
1.650000000000000078e-01,4.958575572929605629e-02
1.749999999999999889e-01,5.449632527103017571e-02
1.849999999999999978e-01,5.991804907857536250e-02
1.950000000000000067e-01,6.583575936956380381e-02
2.050000000000000155e-01,7.200222129139241534e-02
2.149999999999999967e-01,7.876705222764965320e-02
2.250000000000000056e-01,8.564488314255087886e-02
2.349999999999999867e-01,9.185153968765548405e-02
2.449999999999999956e-01,9.484338475980048921e-02
2.550000000000000044e-01,9.602647178452712595e-02
2.650000000000000133e-01,9.202824435224581101e-02
2.750000000000000222e-01,8.353731978247694312e-02
2.850000000000000311e-01,7.311629490634352635e-02
2.949999999999999845e-01,6.071587443114743327e-02
3.049999999999999933e-01,4.808717883130898124e-02
3.150000000000000022e-01,3.587635563571691527e-02
3.250000000000000111e-01,2.502229057296841835e-02
3.350000000000000200e-01,1.694620485097227819e-02
3.450000000000000289e-01,1.084572278244593999e-02
3.549999999999999822e-01,6.666998739982014401e-03
3.649999999999999911e-01,3.885227453637546142e-03
3.750000000000000000e-01,2.175059991612821389e-03
3.850000000000000089e-01,1.103456167293115396e-03
3.950000000000000178e-01,5.437649979032053472e-04
4.050000000000000266e-01,2.919798105895871966e-04
4.150000000000000355e-01,1.387852086698565068e-04
4.249999999999999889e-01,6.825502065730610951e-05
4.349999999999999978e-01,1.820133884194829180e-05
4.450000000000000067e-01,4.550334710487072951e-06
4.550000000000000155e-01,6.067112947316097833e-06
4.650000000000000244e-01,0.000000000000000000e+00
4.749999999999999778e-01,7.583891184145164643e-07
4.849999999999999867e-01,1.516778236829024458e-06
4.949999999999999956e-01,1.516778236829024458e-06
5.050000000000000044e-01,1.516778236829024458e-06
5.150000000000000133e-01,7.583891184145122291e-07
5.250000000000000222e-01,0.000000000000000000e+00
5.350000000000000311e-01,7.583891184145122291e-07
5.450000000000000400e-01,7.583891184145122291e-07
5.550000000000000488e-01,0.000000000000000000e+00
5.650000000000000577e-01,0.000000000000000000e+00
5.749999999999999556e-01,0.000000000000000000e+00
5.849999999999999645e-01,0.000000000000000000e+00
5.949999999999999734e-01,0.000000000000000000e+00
6.049999999999999822e-01,0.000000000000000000e+00
6.149999999999999911e-01,0.000000000000000000e+00
6.250000000000000000e-01,7.583891184145122291e-07
6.350000000000000089e-01,0.000000000000000000e+00
6.450000000000000178e-01,0.000000000000000000e+00
6.550000000000000266e-01,0.000000000000000000e+00
6.650000000000000355e-01,0.000000000000000000e+00
6.750000000000000444e-01,7.583891184145122291e-07
6.850000000000000533e-01,1.516778236829024458e-06
6.950000000000000622e-01,0.000000000000000000e+00
7.050000000000000711e-01,0.000000000000000000e+00
7.149999999999999689e-01,0.000000000000000000e+00
7.249999999999999778e-01,0.000000000000000000e+00
7.349999999999999867e-01,7.583891184145122291e-07
7.449999999999999956e-01,0.000000000000000000e+00
7.550000000000000044e-01,0.000000000000000000e+00
7.650000000000000133e-01,1.516778236829024458e-06
7.750000000000000222e-01,7.583891184145122291e-07
7.850000000000000311e-01,0.000000000000000000e+00
7.950000000000000400e-01,0.000000000000000000e+00
8.050000000000000488e-01,0.000000000000000000e+00
8.150000000000000577e-01,7.583891184145122291e-07
8.250000000000000666e-01,0.000000000000000000e+00
8.349999999999999645e-01,0.000000000000000000e+00
8.449999999999999734e-01,0.000000000000000000e+00
8.549999999999999822e-01,7.583891184145122291e-07
8.649999999999999911e-01,0.000000000000000000e+00
8.750000000000000000e-01,0.000000000000000000e+00
8.850000000000000089e-01,7.583891184145122291e-07
8.950000000000000178e-01,0.000000000000000000e+00
9.050000000000000266e-01,0.000000000000000000e+00
9.150000000000000355e-01,0.000000000000000000e+00
9.250000000000000444e-01,0.000000000000000000e+00
9.350000000000000533e-01,0.000000000000000000e+00
9.450000000000000622e-01,7.583891184145122291e-07
9.550000000000000711e-01,0.000000000000000000e+00
9.649999999999999689e-01,0.000000000000000000e+00
9.749999999999999778e-01,0.000000000000000000e+00
9.849999999999999867e-01,7.583891184145122291e-07
9.949999999999999956e-01,7.583891184145122714e-06
