# intensity,pdf
5.000000000000000104e-03,9.788788251326998591e+01
1.499999999999999944e-02,5.589835923424297803e-01
2.500000000000000139e-02,2.511542075670974428e-01
3.500000000000000333e-02,1.663761631868942437e-01
4.499999999999999833e-02,1.239033389992078432e-01
5.500000000000000028e-02,9.658464617568034150e-02
6.500000000000000222e-02,7.958156214082684476e-02
7.500000000000001110e-02,6.722057789978878872e-02
8.499999999999999223e-02,5.880245868538769988e-02
9.500000000000000111e-02,5.202094318852504978e-02
1.050000000000000100e-01,4.672132002904450659e-02
1.149999999999999911e-01,4.231280408370093754e-02
1.250000000000000000e-01,3.863158330291684150e-02
1.350000000000000089e-01,3.547744295943088683e-02
1.450000000000000178e-01,3.344040978736959741e-02
1.549999999999999989e-01,3.138593366558459219e-02
1.650000000000000078e-01,2.944142396596978115e-02
1.749999999999999889e-01,2.814912890819152788e-02
1.849999999999999978e-01,2.676506876708496449e-02
1.950000000000000067e-01,2.614925680293237950e-02
2.050000000000000155e-01,2.545457237046476126e-02
2.149999999999999967e-01,2.480235772862821042e-02
2.250000000000000056e-01,2.476443827270748479e-02
2.349999999999999867e-01,2.436173365082944589e-02
2.449999999999999956e-01,2.398557264809577858e-02
2.550000000000000044e-01,2.379900892496580878e-02
2.650000000000000133e-01,2.348882777553427254e-02
2.750000000000000222e-01,2.322870030791809523e-02
2.850000000000000311e-01,2.240357294708323135e-02
2.949999999999999845e-01,2.139567380871022079e-02
3.049999999999999933e-01,1.976589559323743348e-02
3.150000000000000022e-01,1.743764099970488216e-02
3.250000000000000111e-01,1.411741343928614618e-02
3.350000000000000200e-01,1.064095772047402196e-02
3.450000000000000289e-01,7.472407983738188486e-03
3.549999999999999822e-01,5.013710461838368111e-03
3.649999999999999911e-01,3.218603418551190237e-03
3.750000000000000000e-01,1.924791582536032131e-03
3.850000000000000089e-01,9.350937830050935025e-04
3.950000000000000178e-01,4.421408560356606429e-04
4.050000000000000266e-01,1.721543298800942614e-04
4.150000000000000355e-01,5.081207093377260289e-05
4.249999999999999889e-01,1.895972796036280594e-05
4.349999999999999978e-01,2.275167355243536476e-06
4.450000000000000067e-01,0.000000000000000000e+00
4.550000000000000155e-01,3.033556473658048916e-06
4.650000000000000244e-01,7.583891184145122291e-07
4.749999999999999778e-01,7.583891184145164643e-07
4.849999999999999867e-01,7.583891184145122291e-07
4.949999999999999956e-01,0.000000000000000000e+00
5.050000000000000044e-01,0.000000000000000000e+00
5.150000000000000133e-01,7.583891184145122291e-07
5.250000000000000222e-01,7.583891184145122291e-07
5.350000000000000311e-01,2.275167355243536476e-06
5.450000000000000400e-01,0.000000000000000000e+00
5.550000000000000488e-01,0.000000000000000000e+00
5.650000000000000577e-01,7.583891184145122291e-07
5.749999999999999556e-01,0.000000000000000000e+00
5.849999999999999645e-01,0.000000000000000000e+00
5.949999999999999734e-01,1.516778236829024458e-06
6.049999999999999822e-01,0.000000000000000000e+00
6.149999999999999911e-01,0.000000000000000000e+00
6.250000000000000000e-01,0.000000000000000000e+00
6.350000000000000089e-01,1.516778236829024458e-06
6.450000000000000178e-01,0.000000000000000000e+00
6.550000000000000266e-01,0.000000000000000000e+00
6.650000000000000355e-01,7.583891184145122291e-07
6.750000000000000444e-01,0.000000000000000000e+00
6.850000000000000533e-01,7.583891184145122291e-07
6.950000000000000622e-01,0.000000000000000000e+00
7.050000000000000711e-01,0.000000000000000000e+00
7.149999999999999689e-01,1.516778236829024458e-06
7.249999999999999778e-01,1.516778236829024458e-06
7.349999999999999867e-01,0.000000000000000000e+00
7.449999999999999956e-01,0.000000000000000000e+00
7.550000000000000044e-01,0.000000000000000000e+00
7.650000000000000133e-01,0.000000000000000000e+00
7.750000000000000222e-01,0.000000000000000000e+00
7.850000000000000311e-01,7.583891184145122291e-07
7.950000000000000400e-01,1.516778236829024458e-06
8.050000000000000488e-01,0.000000000000000000e+00
8.150000000000000577e-01,0.000000000000000000e+00
8.250000000000000666e-01,0.000000000000000000e+00
8.349999999999999645e-01,7.583891184145206994e-07
8.449999999999999734e-01,0.000000000000000000e+00
8.549999999999999822e-01,0.000000000000000000e+00
8.649999999999999911e-01,7.583891184145122291e-07
8.750000000000000000e-01,0.000000000000000000e+00
8.850000000000000089e-01,7.583891184145122291e-07
8.950000000000000178e-01,7.583891184145122291e-07
9.050000000000000266e-01,0.000000000000000000e+00
9.150000000000000355e-01,7.583891184145122291e-07
9.250000000000000444e-01,0.000000000000000000e+00
9.350000000000000533e-01,0.000000000000000000e+00
9.450000000000000622e-01,7.583891184145122291e-07
9.550000000000000711e-01,0.000000000000000000e+00
9.649999999999999689e-01,7.583891184145122291e-07
9.749999999999999778e-01,0.000000000000000000e+00
9.849999999999999867e-01,7.583891184145122291e-07
9.949999999999999956e-01,9.252347244657049407e-05
