# pos_1,concentration
1.389139705019461386e-03,1.406552371478537289e+00
2.470278535103650856e-03,1.129946463609812435e+00
4.392845456035934966e-03,9.213526080237112170e-01
7.811706625951745156e-03,8.397030478789995200e-01
1.389139705019461560e-02,8.941654361542128449e-01
2.470278535103651030e-02,1.000002620294684341e+00
4.392845456035934792e-02,9.880712451564624965e-01
7.811706625951746197e-02,1.014790066372918576e+00
1.389139705019461490e-01,9.775538981775830916e-01
2.470278535103651030e-01,9.864432627313662882e-01
4.392845456035935348e-01,1.009039959683898813e+00
7.811706625951745364e-01,1.007464997231846571e+00
