# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,1.129063623963269813e-01
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,1.785206337483899799e-02
1.389139705019461560e-02,6.023371785353434649e-02
2.470278535103651030e-02,1.693595435944905137e-01
4.392845456035934792e-02,2.730152278452008807e-01
7.811706625951746197e-02,4.748648857707173376e-01
1.389139705019461490e-01,7.007189176961161614e-01
2.470278535103651030e-01,8.219583182452605552e-01
4.392845456035935348e-01,1.017457913074266473e+00
7.811706625951745364e-01,1.258391947292401225e+00
