# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,3.174595672618615860e-02
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,7.027267082912340423e-02
2.470278535103651030e-02,1.524235892350414845e-01
4.392845456035934792e-02,4.190466287856571825e-01
7.811706625951746197e-02,5.784068533447835891e-01
1.389139705019461490e-01,8.041201333446834632e-01
2.470278535103651030e-01,1.009947411635145009e+00
4.392845456035935348e-01,1.050473708069500134e+00
7.811706625951745364e-01,1.144138741693431438e+00
