# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,1.017062578569353226e+00
7.811706625951745156e-03,5.719363182342036556e-01
1.389139705019461560e-02,1.608117135601556225e+00
2.470278535103651030e-02,9.947417932050366396e-01
4.392845456035934792e-02,9.662094496408855093e-01
7.811706625951746197e-02,8.293076614395952229e-01
1.389139705019461490e-01,9.487891100049182791e-01
2.470278535103651030e-01,8.681382922516680534e-01
4.392845456035935348e-01,1.083171646176361191e+00
7.811706625951745364e-01,1.023766009639224706e+00
