# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,nan
7.811706625951745156e-03,nan
1.389139705019461560e-02,5.176923076923856115e-01
2.470278535103651030e-02,1.011211538461526560e+00
4.392845456035934792e-02,8.777370983446937114e-01
7.811706625951746197e-02,9.903230420373270171e-01
1.389139705019461490e-01,1.164596153846155779e+00
2.470278535103651030e-01,1.271091922830213772e+00
4.392845456035935348e-01,1.547733260025655255e+00
7.811706625951745364e-01,1.767602071790477014e+00
