# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,nan
7.811706625951745156e-03,nan
1.389139705019461560e-02,nan
2.470278535103651030e-02,6.908461538461351248e-01
4.392845456035934792e-02,6.892417582417463828e-01
7.811706625951746197e-02,1.154967391304349666e+00
1.389139705019461490e-01,1.320948151027746542e+00
2.470278535103651030e-01,1.458944280252703507e+00
4.392845456035935348e-01,1.721306618103690234e+00
7.811706625951745364e-01,1.872988639702327207e+00
