# pos_1,average_velocity_axis
1.389139705019461386e-03,7.250098619329915783e-02
2.470278535103650856e-03,1.285602564102541201e-01
4.392845456035934966e-03,2.248642533936653642e-01
7.811706625951745156e-03,4.073096824435388230e-01
1.389139705019461560e-02,5.933593341488559991e-01
2.470278535103651030e-02,7.640195871965682617e-01
4.392845456035934792e-02,8.444086268958870267e-01
7.811706625951746197e-02,8.980266552890728837e-01
1.389139705019461490e-01,9.766349113509870117e-01
2.470278535103651030e-01,1.065002566366950898e+00
4.392845456035935348e-01,1.151843451460933698e+00
7.811706625951745364e-01,1.229690043325227800e+00
