# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,1.677948717948231361e-01
7.811706625951745156e-03,3.892486583184217586e-01
1.389139705019461560e-02,5.912813186813156152e-01
2.470278535103651030e-02,7.735365073725334328e-01
4.392845456035934792e-02,9.039492681079028813e-01
7.811706625951746197e-02,9.526131230537945305e-01
1.389139705019461490e-01,1.062927159126263899e+00
2.470278535103651030e-01,1.167036955114539865e+00
4.392845456035935348e-01,1.264037937294953284e+00
7.811706625951745364e-01,1.332112910139639395e+00
