# pos_1,concentration
1.389139705019461386e-03,8.035557169140987721e-01
2.470278535103650856e-03,1.129681466784387966e+00
4.392845456035934966e-03,7.623198876894120568e-01
7.811706625951745156e-03,9.288152810348144772e-01
1.389139705019461560e-02,1.124978003679737881e+00
2.470278535103651030e-02,9.037451734275105952e-01
4.392845456035934792e-02,1.067247842765176813e+00
7.811706625951746197e-02,9.573942127589626372e-01
1.389139705019461490e-01,1.072746882080321651e+00
2.470278535103651030e-01,1.075456756378737389e+00
4.392845456035935348e-01,9.630641247809572647e-01
7.811706625951745364e-01,9.895455109486293033e-01
