# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,8.646153846159931877e-02
4.392845456035934966e-03,2.361538461538332523e-01
7.811706625951745156e-03,4.505358090185456188e-01
1.389139705019461560e-02,6.240919540229977747e-01
2.470278535103651030e-02,9.162365838885513369e-01
4.392845456035934792e-02,9.744927027323607716e-01
7.811706625951746197e-02,1.037814328208268577e+00
1.389139705019461490e-01,1.123671591167159978e+00
2.470278535103651030e-01,1.196879718308485607e+00
4.392845456035935348e-01,1.267859639013046991e+00
7.811706625951745364e-01,1.332198157881034684e+00
