# pos_1,average_velocity_axis
1.389139705019461386e-03,8.288888888889063555e-02
2.470278535103650856e-03,1.230230769231036581e-01
4.392845456035934966e-03,1.957239819004510106e-01
7.811706625951745156e-03,3.694984894259754626e-01
1.389139705019461560e-02,6.237398492376224901e-01
2.470278535103651030e-02,8.119243902898840570e-01
4.392845456035934792e-02,8.729102178709148285e-01
7.811706625951746197e-02,9.318504530606405156e-01
1.389139705019461490e-01,1.009117946582242409e+00
2.470278535103651030e-01,1.086749055065320047e+00
4.392845456035935348e-01,1.162484166521544404e+00
7.811706625951745364e-01,1.233292741972974005e+00
