# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,4.484615384606846500e-02
4.392845456035934966e-03,5.577692307693764562e-01
7.811706625951745156e-03,1.604615384614880014e-01
1.389139705019461560e-02,4.432153846153717991e-01
2.470278535103651030e-02,9.207115384615487397e-01
4.392845456035934792e-02,8.892806652806645173e-01
7.811706625951746197e-02,9.755748950402058917e-01
1.389139705019461490e-01,9.964163858669486951e-01
2.470278535103651030e-01,1.161789752531688036e+00
4.392845456035935348e-01,1.398490020378229115e+00
7.811706625951745364e-01,1.593314492451211262e+00
