# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,7.903445367742890915e-02
4.392845456035934792e-02,2.698406321725823065e-01
7.811706625951746197e-02,5.337766949076860890e-01
1.389139705019461490e-01,6.334579327596695508e-01
2.470278535103651030e-01,8.806696266913505156e-01
4.392845456035935348e-01,1.177140075406982733e+00
7.811706625951745364e-01,1.160741160632031699e+00
