# pos_1,concentration
1.389139705019461386e-03,8.035557169140987721e-01
2.470278535103650856e-03,1.129681466784387966e+00
4.392845456035934966e-03,6.352665730745100658e-01
7.811706625951745156e-03,5.715786344829627552e-01
1.389139705019461560e-02,1.084800217834033020e+00
2.470278535103651030e-02,8.133706560847595579e-01
4.392845456035934792e-02,8.385518764583530515e-01
7.811706625951746197e-02,1.021696809138295858e+00
1.389139705019461490e-01,9.642668602969182157e-01
2.470278535103651030e-01,1.073197393445168624e+00
4.392845456035935348e-01,1.048189845572941703e+00
7.811706625951745364e-01,9.759705183796589800e-01
