# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,2.007790595117811550e-02
2.470278535103651030e-02,9.032508991706160451e-02
4.392845456035934792e-02,2.476184624642519538e-01
7.811706625951746197e-02,5.587695836324607646e-01
1.389139705019461490e-01,8.171707722129493146e-01
2.470278535103651030e-01,9.252676398378996137e-01
4.392845456035935348e-01,1.091425992246280341e+00
7.811706625951745364e-01,1.160205598730786658e+00
