# pos_1,average_velocity_axis
1.389139705019461386e-03,1.189303500679466247e-01
2.470278535103650856e-03,1.718780858650872656e-01
4.392845456035934966e-03,2.619404783174016926e-01
7.811706625951745156e-03,4.064631936617952301e-01
1.389139705019461560e-02,5.590502249110670396e-01
2.470278535103651030e-02,6.827324455110240775e-01
4.392845456035934792e-02,7.708164588988147825e-01
7.811706625951746197e-02,8.400078663001036006e-01
1.389139705019461490e-01,9.104691992989336624e-01
2.470278535103651030e-01,9.882057358329756624e-01
4.392845456035935348e-01,1.073489452809625933e+00
7.811706625951745364e-01,1.156728321926981273e+00
