# pos_1,average_velocity_axis
1.389139705019461386e-03,7.626923076926755973e-02
2.470278535103650856e-03,1.434412955465509121e-01
4.392845456035934966e-03,2.759460188933873237e-01
7.811706625951745156e-03,4.409138603332105055e-01
1.389139705019461560e-02,7.514749470712771551e-01
2.470278535103651030e-02,8.776333650512480045e-01
4.392845456035934792e-02,9.242664299312987053e-01
7.811706625951746197e-02,9.678258860988989687e-01
1.389139705019461490e-01,1.022522254637197037e+00
2.470278535103651030e-01,1.081790161047851528e+00
4.392845456035935348e-01,1.150285954005053624e+00
7.811706625951745364e-01,1.220334877994085021e+00
