# pos_1,average_velocity_axis
1.389139705019461386e-03,7.384902054466539745e-02
2.470278535103650856e-03,1.512644469957920568e-01
4.392845456035934966e-03,2.584533842383098245e-01
7.811706625951745156e-03,4.347226084402227020e-01
1.389139705019461560e-02,6.138477120114748109e-01
2.470278535103651030e-02,7.495300644161423387e-01
4.392845456035934792e-02,8.206700489385591046e-01
7.811706625951746197e-02,8.702098778927630507e-01
1.389139705019461490e-01,9.365155855625352244e-01
2.470278535103651030e-01,1.018849132416528969e+00
4.392845456035935348e-01,1.103208762348425909e+00
7.811706625951745364e-01,1.181064001668772567e+00
