# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,1.354876348755924276e-01
4.392845456035934792e-02,4.253958201308944420e-01
7.811706625951746197e-02,6.033997420695581537e-01
1.389139705019461490e-01,7.920733897739766771e-01
2.470278535103651030e-01,1.060755274713492069e+00
4.392845456035935348e-01,1.087616477439137919e+00
7.811706625951745364e-01,1.108434614943753393e+00
