# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,2.007790595117811550e-02
2.470278535103651030e-02,1.129063623963270091e-01
4.392845456035934792e-02,2.666660364999636768e-01
7.811706625951746197e-02,3.391892041219409792e-01
1.389139705019461490e-01,6.113722362133736654e-01
2.470278535103651030e-01,7.942962594581604030e-01
4.392845456035935348e-01,1.033330891437359567e+00
7.811706625951745364e-01,1.291061223268356706e+00
