# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,1.268205128206123522e-01
4.392845456035934966e-03,2.006153846153626297e-01
7.811706625951745156e-03,4.429963369963387798e-01
1.389139705019461560e-02,6.519573495811074038e-01
2.470278535103651030e-02,9.250242165242168468e-01
4.392845456035934792e-02,9.496662846356087595e-01
7.811706625951746197e-02,9.654386587771205397e-01
1.389139705019461490e-01,1.034148845770379799e+00
2.470278535103651030e-01,1.117419187554017590e+00
4.392845456035935348e-01,1.249321787228672598e+00
7.811706625951745364e-01,1.403810664224301785e+00
