# pos_1,average_velocity_axis
1.389139705019461386e-03,6.570940170938627256e-02
2.470278535103650856e-03,9.055270655271142888e-02
4.392845456035934966e-03,1.711558704453428892e-01
7.811706625951745156e-03,4.152188200149348196e-01
1.389139705019461560e-02,6.450611610611596269e-01
2.470278535103651030e-02,7.805205792171168167e-01
4.392845456035934792e-02,8.524488216316284950e-01
7.811706625951746197e-02,9.032418657137514240e-01
1.389139705019461490e-01,9.734978880186484496e-01
2.470278535103651030e-01,1.068842326868162607e+00
4.392845456035935348e-01,1.188019213914668137e+00
7.811706625951745364e-01,1.290238074863175211e+00
