# pos_1,concentration
1.389139705019461386e-03,9.043536656065374046e-01
2.470278535103650856e-03,9.606047176538677901e-01
4.392845456035934966e-03,9.850482133645230842e-01
7.811706625951745156e-03,1.143604268758279474e+00
1.389139705019461560e-02,1.105321146852434211e+00
2.470278535103651030e-02,1.084918269350251041e+00
4.392845456035934792e-02,1.051777285882764756e+00
7.811706625951746197e-02,1.086424055320365456e+00
1.389139705019461490e-01,9.817261458862076573e-01
2.470278535103651030e-01,1.012025323128280752e+00
4.392845456035935348e-01,9.828239109472483026e-01
7.811706625951745364e-01,9.942209611517291989e-01
