# pos_1,average_velocity_axis
1.389139705019461386e-03,6.638461538453446775e-02
2.470278535103650856e-03,1.437115384615397229e-01
4.392845456035934966e-03,2.254591715976281274e-01
7.811706625951745156e-03,4.356332982086394412e-01
1.389139705019461560e-02,6.391649114774111684e-01
2.470278535103651030e-02,7.875616971264030042e-01
4.392845456035934792e-02,8.605951574277909133e-01
7.811706625951746197e-02,9.136018522828356359e-01
1.389139705019461490e-01,1.001301246759950025e+00
2.470278535103651030e-01,1.082131374665905588e+00
4.392845456035935348e-01,1.159462427443233690e+00
7.811706625951745364e-01,1.232160342103971962e+00
