# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,nan
7.811706625951745156e-03,nan
1.389139705019461560e-02,8.283076923076894138e-01
2.470278535103651030e-02,1.176956043956040698e+00
4.392845456035934792e-02,1.217746774964169276e+00
7.811706625951746197e-02,1.380183070204905826e+00
1.389139705019461490e-01,1.439837641232006638e+00
2.470278535103651030e-01,1.690844504275610172e+00
4.392845456035935348e-01,1.786272623244529623e+00
7.811706625951745364e-01,1.894129559148571396e+00
