# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,nan
7.811706625951745156e-03,nan
1.389139705019461560e-02,6.093846153846654845e-01
2.470278535103651030e-02,8.045641025641058208e-01
4.392845456035934792e-02,1.109865384615378536e+00
7.811706625951746197e-02,1.112052716514257300e+00
1.389139705019461490e-01,1.155311533888228270e+00
2.470278535103651030e-01,1.214486076601224207e+00
4.392845456035935348e-01,1.476329376935636928e+00
7.811706625951745364e-01,1.696739043314087425e+00
