# pos_1,average_velocity_axis
1.389139705019461386e-03,2.653681856847734943e-01
2.470278535103650856e-03,3.347896290939769703e-01
4.392845456035934966e-03,4.027494021748624919e-01
7.811706625951745156e-03,5.471284675555447841e-01
1.389139705019461560e-02,6.974278444935134713e-01
2.470278535103651030e-02,8.389647117899512452e-01
4.392845456035934792e-02,9.239007998794755983e-01
7.811706625951746197e-02,9.964834541449965055e-01
1.389139705019461490e-01,1.064159406714569656e+00
2.470278535103651030e-01,1.137985670190720056e+00
4.392845456035935348e-01,1.225745603860233013e+00
7.811706625951745364e-01,1.302417056848301558e+00
