# pos_1,average_velocity_axis
1.389139705019461386e-03,6.387692307688790094e-02
2.470278535103650856e-03,1.376676923076904369e-01
4.392845456035934966e-03,2.148942307692222331e-01
7.811706625951745156e-03,3.650870667793748026e-01
1.389139705019461560e-02,5.555740196429859168e-01
2.470278535103651030e-02,8.385039100617106556e-01
4.392845456035934792e-02,8.923429609416739794e-01
7.811706625951746197e-02,9.421970748600874135e-01
1.389139705019461490e-01,1.015518649365121595e+00
2.470278535103651030e-01,1.091756229140912637e+00
4.392845456035935348e-01,1.161589205177917750e+00
7.811706625951745364e-01,1.233141612276373866e+00
