# pos_1,average_velocity_axis
1.389139705019461386e-03,8.822923076923200325e-02
2.470278535103650856e-03,1.469532572690457617e-01
4.392845456035934966e-03,2.591122529846354161e-01
7.811706625951745156e-03,4.368360765299445503e-01
1.389139705019461560e-02,6.186649487406362669e-01
2.470278535103651030e-02,7.406470637445210503e-01
4.392845456035934792e-02,8.043812080324977964e-01
7.811706625951746197e-02,8.530520788451270153e-01
1.389139705019461490e-01,9.229227867799749685e-01
2.470278535103651030e-01,1.003198992374172205e+00
4.392845456035935348e-01,1.090887243813305485e+00
7.811706625951745364e-01,1.175774973566134030e+00
