# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,1.017062578569353087e-01
7.811706625951746197e-02,1.429840795585509139e-01
1.389139705019461490e-01,3.055422557642957226e-01
2.470278535103651030e-01,5.516295398682474760e-01
4.392845456035935348e-01,7.475409952484747267e-01
7.811706625951745364e-01,1.615720099011625388e+00
