# pos_1,average_velocity_axis
1.389139705019461386e-03,9.289010989010336450e-02
2.470278535103650856e-03,1.223890362511129842e-01
4.392845456035934966e-03,2.076874347372033858e-01
7.811706625951745156e-03,3.690743091859578495e-01
1.389139705019461560e-02,5.926148826073549536e-01
2.470278535103651030e-02,7.468933020467923845e-01
4.392845456035934792e-02,8.299564888888313341e-01
7.811706625951746197e-02,8.839815363333679565e-01
1.389139705019461490e-01,9.614057873867484227e-01
2.470278535103651030e-01,1.050486894720480402e+00
4.392845456035935348e-01,1.143774369224000775e+00
7.811706625951745364e-01,1.226136112394520694e+00
