# pos_1,concentration
1.389139705019461386e-03,9.045658887758756261e-01
2.470278535103650856e-03,1.412985501711699232e+00
4.392845456035934966e-03,1.048845784149645466e+00
7.811706625951745156e-03,8.579044773513054833e-01
1.389139705019461560e-02,9.548195492634240500e-01
2.470278535103651030e-02,1.045609271266657592e+00
4.392845456035934792e-02,1.083807310287966841e+00
7.811706625951746197e-02,9.526314300588454298e-01
1.389139705019461490e-01,1.003063063331470772e+00
2.470278535103651030e-01,9.879594627968202314e-01
4.392845456035935348e-01,1.024690547908623461e+00
7.811706625951745364e-01,9.910584014402059605e-01
