# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,3.174595672618615860e-02
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,4.015581190235623099e-02
2.470278535103651030e-02,1.072610442765106753e-01
4.392845456035934792e-02,2.285708884285402864e-01
7.811706625951746197e-02,4.355903463460716329e-01
1.389139705019461490e-01,5.320645077062200468e-01
2.470278535103651030e-01,6.938095969254294282e-01
4.392845456035935348e-01,1.022219806583194224e+00
7.811706625951745364e-01,1.335334340437957179e+00
