# pos_1,average_velocity_axis
1.389139705019461386e-03,1.291648351648336523e-01
2.470278535103650856e-03,1.760112570356441308e-01
4.392845456035934966e-03,2.388565488565470296e-01
7.811706625951745156e-03,4.430769230769249778e-01
1.389139705019461560e-02,6.687042419945646854e-01
2.470278535103651030e-02,8.061828574940813619e-01
4.392845456035934792e-02,8.605553098001986756e-01
7.811706625951746197e-02,9.010997983057696947e-01
1.389139705019461490e-01,9.816536535180359069e-01
2.470278535103651030e-01,1.076527935325384266e+00
4.392845456035935348e-01,1.194373697241409849e+00
7.811706625951745364e-01,1.298659116453551254e+00
