# vs,filterlength,max_surftimeconst,max_average_velocity_axis
8.000000000000000000e+00,1.000000000000000000e+00,1.469387755102040671e+00,1.898408541244030800e+00
8.000000000000000000e+00,8.000000000000000000e+00,3.265306122448979331e-01,1.702591259252959510e+00
8.000000000000000000e+00,4.000000000000000000e+00,9.795918367346938549e-01,1.793323495928740297e+00
8.000000000000000000e+00,2.000000000000000000e+00,1.469387755102040671e+00,1.886605470657800376e+00
