# time,average_velocity_axis_0_t_inf,95CLI,vs,filterlength,surftimeconst
9.996000000000000441e+00,1.691374030862344835e+00,3.196673966367780811e-02,8.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,1.706439200680271995e+00,2.569552303867534554e-02,8.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,1.714388205282112665e+00,3.254402353884667393e-02,8.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,1.701050851590636181e+00,3.720629503072497846e-02,8.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,1.814490908863545471e+00,2.230062816750748300e-02,8.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,1.908735481692676927e+00,2.691034819249481930e-02,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,1.693683098239295415e+00,3.672206127941941151e-02,8.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,1.909432104091636440e+00,2.698000741412604278e-02,8.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,1.655875650260103971e+00,2.925545532816936634e-02,8.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,1.743262248649459778e+00,3.300788408137989710e-02,8.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,1.851181028661464500e+00,1.938381730093557964e-02,8.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,1.848380852340936187e+00,2.323876878460955434e-02,8.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,1.698638211534613696e+00,3.352439065624968073e-02,8.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,1.636583277060824404e+00,2.922519376643077996e-02,8.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,1.723757984443777591e+00,1.826467748223051246e-02,8.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,1.585643050970388046e+00,2.619377341734676137e-02,8.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,1.599366365296118309e+00,2.724363543249330721e-02,8.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,1.598346838735494213e+00,1.822177240471452297e-02,8.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,1.391353703981592638e+00,4.188604566167002802e-02,8.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,1.576788015206082472e+00,3.501612075714214539e-02,8.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,1.524885585484193840e+00,3.070707449878503151e-02,8.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,1.298282175370148117e+00,1.460719482022232278e-02,8.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,1.238894176420568316e+00,1.593545245003186867e-02,8.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,1.345554290466186353e+00,2.958867319187061251e-02,8.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,1.015478572679071601e+00,3.929474342104889023e-02,8.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,9.991898634453780792e-01,3.569388585838996486e-02,8.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,9.240696341036414019e-01,4.793484834856744786e-02,8.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,1.427878232543017045e+00,3.383338920120586985e-02,8.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,8.992834446278511473e-01,3.814964388801177220e-02,8.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,8.887665253601439996e-01,5.188004345023507213e-02,8.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,9.410528398859543397e-01,6.391695903250756150e-02,8.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,1.426309830182072691e+00,2.373747673532889887e-02,8.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,8.203181960284113838e-01,6.728201060865073024e-02,8.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,7.384874637354941207e-01,5.201632345629207677e-02,8.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,7.769312349939975215e-01,4.783493981892333186e-02,8.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,1.358895226840736381e+00,3.300237226322096790e-02,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
