# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,7.692000000000001614e-02,3.005255096699413145e-19,-2.229565217391304977e-01,8.710884338259170155e-19
6.899999999999999467e-01,2.056070000000000675e-01,1.202102038679765258e-18,-2.979811594202899649e-01,1.742176867651834031e-18
1.034999999999999920e+00,3.157150000000000234e-01,0.000000000000000000e+00,-3.050386473429952394e-01,0.000000000000000000e+00
1.379999999999999893e+00,3.407910000000000106e-01,0.000000000000000000e+00,-2.469500000000000306e-01,0.000000000000000000e+00
1.725000000000000089e+00,2.694730000000000181e-01,0.000000000000000000e+00,-1.562162318840579767e-01,0.000000000000000000e+00
2.069999999999999840e+00,2.458249999999999880e-01,0.000000000000000000e+00,-1.187560386473429930e-01,0.000000000000000000e+00
2.415000000000000036e+00,2.579020000000000201e-01,0.000000000000000000e+00,-1.067917184265010366e-01,0.000000000000000000e+00
2.757000000000000117e+00,3.146140000000000048e-01,0.000000000000000000e+00,-1.141146173376858808e-01,0.000000000000000000e+00
3.101999999999999869e+00,4.289480000000000515e-01,1.202102038679765258e-18,-1.382811089619600531e-01,3.875248351643344178e-19
3.447000000000000064e+00,4.642020000000001700e-01,3.606306116039295196e-18,-1.346684073107050073e-01,1.046215873524599784e-18
3.791999999999999815e+00,4.225169999999999759e-01,0.000000000000000000e+00,-1.114232594936708787e-01,0.000000000000000000e+00
4.136999999999999567e+00,6.566729999999998402e-01,2.404204077359530516e-18,-1.587316896301667613e-01,5.811467433791468834e-19
4.482000000000000206e+00,8.278959999999997432e-01,4.808408154719061032e-18,-1.847157518964747114e-01,1.072826451298317846e-18
4.826999999999999957e+00,7.932299999999998796e-01,2.404204077359530516e-18,-1.643318831572405103e-01,4.980741821751668934e-19
5.171999999999999709e+00,1.031618999999999620e+00,9.616816309438122064e-18,-1.994622969837586413e-01,1.859399905150449231e-18
5.517000000000000348e+00,1.179014000000000006e+00,0.000000000000000000e+00,-2.137056371216240480e-01,0.000000000000000000e+00
5.862000000000000099e+00,1.270369000000000081e+00,0.000000000000000000e+00,-2.167125554418287414e-01,0.000000000000000000e+00
6.206999999999999851e+00,1.158115000000000006e+00,0.000000000000000000e+00,-1.865820847430320617e-01,0.000000000000000000e+00
6.551999999999999602e+00,1.033538999999999763e+00,4.808408154719061032e-18,-1.577440476190475893e-01,7.338840284980252655e-19
6.897000000000000242e+00,8.443489999999997941e-01,4.808408154719061032e-18,-1.224226475279106552e-01,6.971738661329651685e-19
7.241999999999999993e+00,6.811319999999999597e-01,0.000000000000000000e+00,-9.405302402651201377e-02,0.000000000000000000e+00
7.583999999999999631e+00,7.190269999999999717e-01,0.000000000000000000e+00,-9.480841244725737860e-02,0.000000000000000000e+00
7.929000000000000270e+00,6.894950000000001911e-01,4.808408154719061032e-18,-8.695863286669190673e-02,6.064331132197075578e-19
8.273999999999999133e+00,4.714249999999999829e-01,0.000000000000000000e+00,-5.697667391829829009e-02,0.000000000000000000e+00
8.618999999999999773e+00,2.857870000000000132e-01,0.000000000000000000e+00,-3.315779092702170194e-02,0.000000000000000000e+00
8.964000000000000412e+00,2.555930000000000701e-01,1.202102038679765258e-18,-2.851327532351629473e-02,1.341033064122897308e-19
9.308999999999999275e+00,3.436250000000000138e-01,0.000000000000000000e+00,-3.691320227736599735e-02,0.000000000000000000e+00
9.653999999999999915e+00,5.242139999999998468e-01,2.404204077359530516e-18,-5.430018645121191534e-02,2.490370910875834467e-19
9.999000000000000554e+00,6.288728854980469851e-01,6.895429947776108818e-09,-6.289357790759544931e-02,6.896119559732081648e-10
