# distance__t_0.0,pdf__t_0.0,distance__t_2.499,pdf__t_2.499,distance__t_4.998,pdf__t_4.998,distance__t_7.5,pdf__t_7.5,distance__t_9.999,pdf__t_9.999
-4.949999999999999956e-01,0.000000000000000000e+00,1.856229999999999825e-01,0.000000000000000000e+00,6.136830000000000895e-01,0.000000000000000000e+00,-4.930800000000001848e-02,0.000000000000000000e+00,1.088617000000000168e+00,0.000000000000000000e+00
-4.849999999999999867e-01,0.000000000000000000e+00,1.956229999999999913e-01,0.000000000000000000e+00,6.236830000000000984e-01,0.000000000000000000e+00,-3.930800000000002348e-02,0.000000000000000000e+00,1.098616999999999955e+00,0.000000000000000000e+00
-4.749999999999999778e-01,0.000000000000000000e+00,2.056229999999999725e-01,0.000000000000000000e+00,6.336830000000001073e-01,0.000000000000000000e+00,-2.930800000000002153e-02,0.000000000000000000e+00,1.108617000000000186e+00,0.000000000000000000e+00
-4.649999999999999689e-01,0.000000000000000000e+00,2.156229999999999813e-01,0.000000000000000000e+00,6.436830000000001162e-01,0.000000000000000000e+00,-1.930800000000002306e-02,0.000000000000000000e+00,1.118616999999999972e+00,0.000000000000000000e+00
-4.550000000000000155e-01,0.000000000000000000e+00,2.256229999999999625e-01,0.000000000000000000e+00,6.536830000000001251e-01,0.000000000000000000e+00,-9.308000000000021118e-03,0.000000000000000000e+00,1.128617000000000203e+00,0.000000000000000000e+00
-4.450000000000000067e-01,0.000000000000000000e+00,2.356229999999999714e-01,0.000000000000000000e+00,6.636830000000001339e-01,0.000000000000000000e+00,6.919999999999773554e-04,0.000000000000000000e+00,1.138616999999999990e+00,0.000000000000000000e+00
-4.349999999999999978e-01,0.000000000000000000e+00,2.456229999999999802e-01,0.000000000000000000e+00,6.736830000000001428e-01,0.000000000000000000e+00,1.069199999999997930e-02,0.000000000000000000e+00,1.148617000000000221e+00,0.000000000000000000e+00
-4.249999999999999889e-01,0.000000000000000000e+00,2.556229999999999891e-01,0.000000000000000000e+00,6.836830000000000407e-01,0.000000000000000000e+00,2.069199999999998124e-02,0.000000000000000000e+00,1.158617000000000008e+00,0.000000000000000000e+00
-4.150000000000000355e-01,0.000000000000000000e+00,2.656229999999999425e-01,0.000000000000000000e+00,6.936830000000000496e-01,0.000000000000000000e+00,3.069199999999997625e-02,0.000000000000000000e+00,1.168617000000000239e+00,0.000000000000000000e+00
-4.050000000000000266e-01,0.000000000000000000e+00,2.756229999999999514e-01,0.000000000000000000e+00,7.036830000000000584e-01,0.000000000000000000e+00,4.069199999999997819e-02,0.000000000000000000e+00,1.178617000000000026e+00,0.000000000000000000e+00
