# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.000000000000000167e-06,1.297019200483147371e-23,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,2.522470703124999811e-03,4.143133967279771866e-05,-7.308610733695652083e-03,1.200908396312977405e-04
6.899999999999999467e-01,1.750084960937499986e-03,8.940508614203485590e-06,-2.534905740489130574e-03,1.295725886116447280e-05
1.034999999999999920e+00,2.049985351562499860e-03,2.646775965093025991e-06,-1.979695991847826159e-03,2.557271463857996507e-06
1.379999999999999893e+00,2.950001953124999771e-03,2.544801614605725693e-05,-2.136957937047101463e-03,1.844059141018642101e-05
1.725000000000000089e+00,4.109245117187500240e-03,6.235399462292624730e-05,-2.381591372282608563e-03,3.614724325966738532e-05
2.069999999999999840e+00,1.563580078125000137e-03,3.988447360338644095e-05,-7.548696029589373625e-04,1.926786164414804017e-05
2.415000000000000036e+00,3.282156249999999484e-03,5.932102137364751813e-06,-1.358656832298136413e-03,2.456356992697619883e-06
2.757000000000000117e+00,2.322221679687500040e-03,4.292382295118845942e-05,-8.419374971663038526e-04,1.556903262647386910e-05
3.101999999999999869e+00,3.933139648437498567e-03,3.198285613669121715e-05,-1.267614328961153697e-03,1.031039849667673024e-05
3.447000000000000064e+00,3.070754882812500378e-03,5.250919641459784456e-05,-8.905584226319989034e-04,1.523330328244787985e-05
3.791999999999999815e+00,2.297420898437499415e-03,1.922511526832695373e-05,-6.055962284909017839e-04,5.069914364010273195e-06
4.136999999999999567e+00,2.915258789062500668e-03,1.799574816126896010e-05,-7.044377058405851223e-04,4.349951211329214612e-06
4.482000000000000206e+00,2.089465820312499771e-03,1.427019111701588191e-05,-4.659673851656625674e-04,3.183889138111530847e-06
4.826999999999999957e+00,3.778649414062500243e-03,8.162364493048267656e-05,-7.826081238994199787e-04,1.690980835518597053e-05
5.171999999999999709e+00,2.343879882812500287e-03,5.849738711380102907e-05,-4.529930167850928515e-04,1.131039967397545091e-05
5.517000000000000348e+00,1.943458007812500551e-03,1.989885613044098321e-05,-3.520859176749140053e-04,3.606825472256839022e-06
5.862000000000000099e+00,3.074306640624999837e-03,5.825277018862408342e-05,-5.242761242963151630e-04,9.937354177520314592e-06
6.206999999999999851e+00,3.176220703125000495e-03,3.167104081700525481e-05,-5.115548095899791507e-04,5.102471534880821232e-06
6.551999999999999602e+00,4.330926757812500819e-03,5.137457827667246430e-05,-6.608557322668652144e-04,7.841052850529986020e-06
6.897000000000000242e+00,2.447918945312500469e-03,7.754388744365301410e-05,-3.547801863581992324e-04,1.124313287569276613e-05
7.241999999999999993e+00,1.651961914062500137e-03,3.197033832853493396e-05,-2.279704382853493935e-04,4.414573091485077934e-06
7.583999999999999631e+00,2.429438476562500310e-03,3.543115826088208772e-05,-3.202054953273338923e-04,4.671829939462300600e-06
7.929000000000000270e+00,4.380625976562500107e-03,6.726254129360555903e-06,-5.523554012564636361e-04,8.483105220532923931e-07
8.273999999999999133e+00,2.676759765624999940e-03,9.069001162400752985e-05,-3.233937352701232682e-04,1.096084259415126090e-05
8.618999999999999773e+00,2.932856445312500594e-03,2.796998304614919595e-05,-3.401620194120548359e-04,3.245154083553683262e-06
8.964000000000000412e+00,3.577288085937499820e-03,9.178322542944266250e-05,-3.989611876324743135e-04,1.023909252894273236e-05
9.308999999999999275e+00,1.634818359375000366e-03,6.631639988858792096e-05,-1.755095455338920025e-04,7.123901588633357804e-06
9.653999999999999915e+00,3.594867187500000189e-03,1.860604894898349200e-05,-3.722671625750984220e-04,1.927289097678008265e-06
9.999000000000000554e+00,2.040717773437500295e-03,1.828814285790441880e-05,-2.039921765614061556e-04,1.828997185508992724e-06
