# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,1.319929999999999992e-01,0.000000000000000000e+00,-3.825884057971014607e-01,0.000000000000000000e+00
6.899999999999999467e-01,2.025860000000000438e-01,1.202102038679765258e-18,-2.936028985507247446e-01,1.742176867651834031e-18
1.034999999999999920e+00,2.075130000000000308e-01,6.010510193398826290e-19,-2.004956521739130748e-01,5.807256225506112795e-19
1.379999999999999893e+00,2.409170000000000200e-01,6.010510193398826290e-19,-1.745775362318840729e-01,4.355442169129585078e-19
1.725000000000000089e+00,4.274389999999999024e-01,2.404204077359530516e-18,-2.477907246376810924e-01,1.393741494121466801e-18
2.069999999999999840e+00,5.585259999999998559e-01,2.404204077359530516e-18,-2.698193236714975241e-01,1.161451245101222559e-18
2.415000000000000036e+00,6.603589999999999183e-01,2.404204077359530516e-18,-2.734405797101449043e-01,9.955296386581907648e-19
2.757000000000000117e+00,7.381600000000001494e-01,2.404204077359530516e-18,-2.677402974247370948e-01,8.720362993687089557e-19
3.101999999999999869e+00,7.310040000000002092e-01,4.808408154719061032e-18,-2.356557059961316147e-01,1.550099340657337671e-18
3.447000000000000064e+00,8.383450000000002289e-01,4.808408154719061032e-18,-2.432100377139542191e-01,1.394954498032799841e-18
3.791999999999999815e+00,8.982700000000000129e-01,0.000000000000000000e+00,-2.368855485232067570e-01,0.000000000000000000e+00
4.136999999999999567e+00,1.113243000000000205e+00,4.808408154719061032e-18,-2.690942712110225843e-01,1.162293486758293767e-18
4.482000000000000206e+00,1.150970000000000493e+00,9.616816309438122064e-18,-2.567983043284249312e-01,2.145652902596635692e-18
4.826999999999999957e+00,1.127019999999999911e+00,0.000000000000000000e+00,-2.334824943028796229e-01,0.000000000000000000e+00
5.171999999999999709e+00,1.081880999999999649e+00,9.616816309438122064e-18,-2.091803944315544783e-01,1.859399905150449231e-18
5.517000000000000348e+00,9.686289999999999623e-01,0.000000000000000000e+00,-1.755716875113285946e-01,0.000000000000000000e+00
5.862000000000000099e+00,1.017070000000000141e+00,4.808408154719061032e-18,-1.735022176731491061e-01,8.202675118933914914e-19
6.206999999999999851e+00,9.915049999999999697e-01,0.000000000000000000e+00,-1.597398098920573550e-01,0.000000000000000000e+00
6.551999999999999602e+00,9.863070000000000448e-01,0.000000000000000000e+00,-1.505352564102564183e-01,0.000000000000000000e+00
6.897000000000000242e+00,7.877259999999998152e-01,4.808408154719061032e-18,-1.142128461649992432e-01,6.971738661329651685e-19
7.241999999999999993e+00,4.540759999999998686e-01,2.404204077359530516e-18,-6.270035901684616053e-02,3.319806790057346931e-19
7.583999999999999631e+00,4.672289999999998944e-01,2.404204077359530516e-18,-6.160719936708859701e-02,3.170100312974064698e-19
7.929000000000000270e+00,6.908220000000001582e-01,2.404204077359530516e-18,-8.712599318955734085e-02,3.032165566098537789e-19
8.273999999999999133e+00,7.225650000000000128e-01,0.000000000000000000e+00,-8.732958665699783185e-02,0.000000000000000000e+00
8.618999999999999773e+00,7.151889999999999636e-01,0.000000000000000000e+00,-8.297818772479405303e-02,0.000000000000000000e+00
8.964000000000000412e+00,8.639550000000002505e-01,4.808408154719061032e-18,-9.638052208835343193e-02,5.364132256491589231e-19
9.308999999999999275e+00,1.190711000000000075e+00,0.000000000000000000e+00,-1.279096573208722831e-01,0.000000000000000000e+00
9.653999999999999915e+00,1.454323999999999950e+00,0.000000000000000000e+00,-1.506447068572612236e-01,0.000000000000000000e+00
9.999000000000000554e+00,1.583617000000000052e+00,0.000000000000000000e+00,-1.583775377537753604e-01,0.000000000000000000e+00
