# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.000000000000000167e-06,1.297019200483147371e-23,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,1.945177734374999804e-03,6.911103126291578707e-06,-5.635297780797101502e-03,2.003218297475819920e-05
6.899999999999999467e-01,2.182766601562500380e-03,1.342859669184969562e-05,-3.161980581974638185e-03,1.946173433601405353e-05
1.034999999999999920e+00,1.867069335937499887e-03,2.189705587122815306e-05,-1.802965541968599246e-03,2.115657572099338587e-05
1.379999999999999893e+00,1.030162109374999991e-03,4.947657557502928695e-05,-7.457696444746377950e-04,3.585259099639803471e-05
1.725000000000000089e+00,1.360861328124999929e-03,8.698914856590484823e-06,-7.883254076086955876e-04,5.042849192226367817e-06
2.069999999999999840e+00,1.981389648437499942e-03,1.664753474693202244e-05,-9.567099750905797093e-04,8.042287317358464880e-06
2.415000000000000036e+00,2.117875000000000400e-03,2.556053438711537162e-05,-8.765527950310560232e-04,1.058407220998566038e-05
2.757000000000000117e+00,1.705877929687499685e-03,1.690738956384990740e-05,-6.183815486715631398e-04,6.132531579198370497e-06
3.101999999999999869e+00,2.030213867187500090e-03,2.950263579754593515e-05,-6.541630777522565963e-04,9.510843261620225238e-06
3.447000000000000064e+00,4.745166015625000848e-04,3.032849599730554259e-05,-1.373706415905135130e-04,8.798519291356408922e-06
3.791999999999999815e+00,1.643512695312499385e-03,2.069209531886290445e-05,-4.331520820971781387e-04,5.456776191683255451e-06
4.136999999999999567e+00,1.295773437500000267e-03,1.677600815994278370e-05,-3.129739998791395816e-04,4.055114372720035157e-06
4.482000000000000206e+00,1.528809570312499814e-03,9.853940986759510755e-06,-3.408767448265283013e-04,2.198558899321622319e-06
4.826999999999999957e+00,2.092115234374999737e-03,1.513801094736513193e-05,-4.332121886005800169e-04,3.136111652654885482e-06
5.171999999999999709e+00,5.916445312500000480e-04,1.825908669205184162e-05,-1.142004120746326469e-04,3.530372523598577505e-06
5.517000000000000348e+00,1.531072265625000152e-03,1.332321954075242691e-05,-2.773377316702918495e-04,2.414939195351173867e-06
5.862000000000000099e+00,1.713036132812500393e-03,4.121490679394146470e-06,-2.920566586169396966e-04,7.030860933801000462e-07
6.206999999999999851e+00,1.406663085937500009e-03,1.542777271781620936e-05,-2.264641672204768916e-04,2.485544178800742725e-06
6.551999999999999602e+00,2.119273437500000280e-03,1.629328357719600804e-05,-3.233018067002442161e-04,2.486764892734433654e-06
6.897000000000000242e+00,1.339689453124999789e-03,2.539350565593679888e-05,-1.940973543750905872e-04,3.681819001875713747e-06
7.241999999999999993e+00,2.174607421875000487e-03,1.119876277716744000e-05,-3.001391082401270874e-04,1.546363266662170627e-06
7.583999999999999631e+00,1.643423828125000190e-03,1.054778072678421255e-05,-2.165643233287184086e-04,1.390793872202559769e-06
7.929000000000000270e+00,1.365136718750000356e-03,1.531674275232474343e-05,-1.720439801677387274e-04,1.931737010004381561e-06
8.273999999999999133e+00,1.300326171875000212e-03,1.248893719317594452e-05,-1.570372458152042997e-04,1.509419530236396746e-06
8.618999999999999773e+00,1.956455078125000132e-03,1.886321576832954294e-05,-2.268772570048729529e-04,2.188561987275732901e-06
8.964000000000000412e+00,2.052958007812499906e-03,2.021204098178644478e-05,-2.289109781138442342e-04,2.254801537459442487e-06
9.308999999999999275e+00,1.607124999999999830e-03,2.922122383181449969e-05,-1.725346438930067691e-04,3.139029308391288083e-06
9.653999999999999915e+00,1.005385742187500176e-03,1.905923970466477307e-05,-1.040382993772011934e-04,1.974232411918870263e-06
9.999000000000000554e+00,1.541927734375000058e-03,3.937783576943324019e-05,-1.541081842559255898e-04,3.938177394682792194e-06
