# log(rho), p(log(rho))
-5.000000000000000000e+00,0.000000000000000000e+00
-4.944944944944944965e+00,0.000000000000000000e+00
-4.889889889889889929e+00,0.000000000000000000e+00
-4.834834834834834894e+00,0.000000000000000000e+00
-4.779779779779779858e+00,0.000000000000000000e+00
-4.724724724724724823e+00,0.000000000000000000e+00
-4.669669669669669787e+00,0.000000000000000000e+00
-4.614614614614614752e+00,0.000000000000000000e+00
-4.559559559559559716e+00,0.000000000000000000e+00
-4.504504504504504681e+00,0.000000000000000000e+00
-4.449449449449449645e+00,0.000000000000000000e+00
-4.394394394394394610e+00,0.000000000000000000e+00
-4.339339339339339574e+00,0.000000000000000000e+00
-4.284284284284284539e+00,0.000000000000000000e+00
-4.229229229229229503e+00,0.000000000000000000e+00
-4.174174174174174468e+00,0.000000000000000000e+00
-4.119119119119119432e+00,0.000000000000000000e+00
-4.064064064064064397e+00,0.000000000000000000e+00
-4.009009009009009361e+00,0.000000000000000000e+00
-3.953953953953953881e+00,0.000000000000000000e+00
-3.898898898898898846e+00,0.000000000000000000e+00
-3.843843843843843811e+00,0.000000000000000000e+00
-3.788788788788788775e+00,0.000000000000000000e+00
-3.733733733733733740e+00,0.000000000000000000e+00
-3.678678678678678704e+00,0.000000000000000000e+00
-3.623623623623623669e+00,0.000000000000000000e+00
-3.568568568568568633e+00,0.000000000000000000e+00
-3.513513513513513153e+00,0.000000000000000000e+00
-3.458458458458458118e+00,0.000000000000000000e+00
-3.403403403403403082e+00,0.000000000000000000e+00
-3.348348348348348047e+00,0.000000000000000000e+00
-3.293293293293293011e+00,0.000000000000000000e+00
-3.238238238238237976e+00,0.000000000000000000e+00
-3.183183183183182940e+00,0.000000000000000000e+00
-3.128128128128127905e+00,0.000000000000000000e+00
-3.073073073073072869e+00,2.141798952528769077e-08
-3.018018018018017834e+00,2.397436036394370255e-08
-2.962962962962962798e+00,5.600944366312986642e-08
-2.907907907907907763e+00,9.628084324113826274e-08
-2.852852852852852727e+00,1.076813412155127792e-07
-2.797797797797797692e+00,2.164348970574749333e-07
-2.742742742742742657e+00,2.982403700132736097e-07
-2.687687687687687621e+00,3.336547176666678009e-07
-2.632632632632632586e+00,6.048767657187496139e-07
-2.577577577577577550e+00,8.657275611748796438e-07
-2.522522522522522515e+00,1.754692119930662636e-06
-2.467467467467467479e+00,2.357764028269590322e-06
-2.412412412412412444e+00,3.428962179778072856e-06
-2.357357357357357408e+00,4.958456273916086599e-06
-2.302302302302302373e+00,6.630733598788042190e-06
-2.247247247247247337e+00,9.279362959078449265e-06
-2.192192192192192302e+00,1.407660005372025765e-05
-2.137137137137137266e+00,2.375937746223904761e-05
-2.082082082082082231e+00,3.971758459992975714e-05
-2.027027027027026751e+00,6.353546946620672103e-05
-1.971971971971971715e+00,9.308023594839646465e-05
-1.916916916916916680e+00,1.321944238754615335e-04
-1.861861861861861644e+00,1.962340938862350140e-04
-1.806806806806806609e+00,2.856015668198611944e-04
-1.751751751751751573e+00,4.115000110184563573e-04
-1.696696696696696538e+00,5.787277160060433183e-04
-1.641641641641641503e+00,7.901984276755503415e-04
-1.586586586586586467e+00,1.123775644701469761e-03
-1.531531531531531432e+00,1.578094699075128886e-03
-1.476476476476476396e+00,2.226880354666027542e-03
-1.421421421421421361e+00,3.092627148329735783e-03
-1.366366366366366325e+00,4.218642703841860540e-03
-1.311311311311311290e+00,5.604989367058434320e-03
-1.256256256256256254e+00,7.453502821011801817e-03
-1.201201201201201219e+00,9.774443773089830714e-03
-1.146146146146146183e+00,1.298761489251578499e-02
-1.091091091091091148e+00,1.677745935066003030e-02
-1.036036036036036112e+00,2.179065404382854107e-02
-9.809809809809806325e-01,2.812811313891140641e-02
-9.259259259259255970e-01,3.594620107543444743e-02
-8.708708708708705615e-01,4.570076901788243384e-02
-8.158158158158155260e-01,5.716958365797102787e-02
-7.607607607607604905e-01,7.009726926645938605e-02
-7.057057057057054550e-01,8.679308587352939364e-02
-6.506506506506504195e-01,1.039109787489862768e-01
-5.955955955955953840e-01,1.241822603906192479e-01
-5.405405405405403485e-01,1.512604849930412054e-01
-4.854854854854853130e-01,1.805093274539926185e-01
-4.304304304304302775e-01,2.104119750287760382e-01
-3.753753753753752420e-01,2.438566189654682026e-01
-3.203203203203202065e-01,2.791299655518643119e-01
-2.652652652652651710e-01,3.189082537856208766e-01
-2.102102102102101355e-01,3.564851534843347935e-01
-1.551551551551551000e-01,4.020880756046777971e-01
-1.001001001001000645e-01,4.393597384272538431e-01
-4.504504504504502904e-02,4.718500789668579332e-01
1.001001001001000645e-02,5.066157486407193433e-01
6.506506506506504195e-02,5.324347352403488998e-01
1.201201201201200774e-01,5.450076029763717411e-01
1.751751751751751129e-01,5.584883229926774773e-01
2.302302302302301484e-01,5.576600548779988564e-01
2.852852852852851839e-01,5.537030380915967109e-01
3.403403403403402194e-01,5.512399752361217820e-01
3.953953953953952549e-01,5.488519266034119770e-01
4.504504504504502904e-01,5.473999470743995399e-01
5.055055055055053259e-01,5.337592146470134802e-01
5.605605605605603614e-01,5.217551203826898965e-01
6.156156156156153969e-01,5.095677888489275054e-01
6.706706706706704324e-01,4.964836991383629328e-01
7.257257257257254679e-01,4.785772205600826168e-01
7.807807807807805034e-01,4.656539744104695178e-01
8.358358358358355389e-01,4.490894540565417703e-01
8.908908908908914626e-01,4.314191612128571163e-01
9.459459459459464981e-01,4.134467670745545220e-01
1.001001001001001534e+00,3.971182222209684864e-01
1.056056056056056569e+00,3.754177800091543782e-01
1.111111111111111605e+00,3.528154580634133008e-01
1.166166166166166640e+00,3.344961302894387534e-01
1.221221221221221676e+00,3.177166838096001644e-01
1.276276276276276711e+00,2.932209706294136020e-01
1.331331331331331747e+00,2.702106555990213543e-01
1.386386386386386782e+00,2.556696942833472375e-01
1.441441441441441818e+00,2.385444182638103983e-01
1.496496496496496853e+00,2.198738178094566120e-01
1.551551551551551889e+00,2.040308314226032815e-01
1.606606606606606924e+00,1.916931358920802575e-01
1.661661661661661959e+00,1.754614682138925796e-01
1.716716716716716995e+00,1.571004569823899466e-01
1.771771771771772030e+00,1.470600450642972901e-01
1.826826826826827066e+00,1.356247672084849309e-01
1.881881881881882101e+00,1.207216394360894202e-01
1.936936936936937137e+00,1.098361916069848926e-01
1.991991991991992172e+00,1.006357718816655034e-01
2.047047047047047208e+00,8.870620271415434466e-02
2.102102102102102243e+00,7.944016162970375661e-02
2.157157157157157279e+00,6.984548176455360191e-02
2.212212212212212314e+00,6.279148092926964408e-02
2.267267267267267350e+00,5.776880176608959611e-02
2.322322322322322385e+00,5.422463284343096573e-02
2.377377377377377421e+00,4.876410255102646418e-02
2.432432432432432456e+00,4.472484819495503583e-02
2.487487487487487492e+00,3.868104844972432982e-02
2.542542542542542527e+00,3.447227716162625660e-02
2.597597597597597563e+00,3.136228640357949238e-02
2.652652652652652598e+00,2.746884837457745296e-02
2.707707707707707634e+00,2.508756099146237581e-02
2.762762762762762669e+00,2.366891087588722173e-02
2.817817817817817705e+00,2.260643272112439900e-02
2.872872872872872740e+00,2.040738755258715564e-02
2.927927927927927776e+00,1.914940060852070650e-02
2.982982982982982811e+00,1.717996742586582956e-02
3.038038038038038735e+00,1.508839885748974700e-02
3.093093093093093771e+00,1.330768147609756938e-02
3.148148148148148806e+00,1.122412781839780480e-02
3.203203203203203842e+00,9.245042922859559795e-03
3.258258258258258877e+00,7.793471453213724094e-03
3.313313313313313913e+00,7.573704464736614322e-03
3.368368368368368948e+00,6.916917740589545276e-03
3.423423423423423984e+00,5.999597668957087383e-03
3.478478478478479019e+00,4.612497932588300112e-03
3.533533533533534055e+00,3.773386387305008912e-03
3.588588588588589090e+00,3.315935317790916735e-03
3.643643643643644126e+00,2.855610698363693876e-03
