# log(rho), p(log(rho))
-5.000000000000000000e+00,1.189380403434282269e-08
-4.944944944944944965e+00,1.335924599075938477e-08
-4.889889889889889929e+00,1.506659033769251810e-08
-4.834834834834834894e+00,1.787021158182837900e-08
-4.779779779779779858e+00,1.986677951452601221e-08
-4.724724724724724823e+00,2.280480072393118122e-08
-4.669669669669669787e+00,2.644287334175850419e-08
-4.614614614614614752e+00,2.998448584323117034e-08
-4.559559559559559716e+00,3.377335434729240992e-08
-4.504504504504504681e+00,3.865070156762309598e-08
-4.449449449449449645e+00,4.316238863911199227e-08
-4.394394394394394610e+00,4.903386072426515249e-08
-4.339339339339339574e+00,5.527186260166336699e-08
-4.284284284284284539e+00,6.170570945212362176e-08
-4.229229229229229503e+00,6.921461006083332673e-08
-4.174174174174174468e+00,7.878024951770388838e-08
-4.119119119119119432e+00,8.980059069766026815e-08
-4.064064064064064397e+00,1.000947339668411601e-07
-4.009009009009009361e+00,1.112558950666240945e-07
-3.953953953953953881e+00,1.254166522058629129e-07
-3.898898898898898846e+00,1.427544510282474938e-07
-3.843843843843843811e+00,1.613156184480427666e-07
-3.788788788788788775e+00,1.811048689864417362e-07
-3.733733733733733740e+00,2.096641468629716895e-07
-3.678678678678678704e+00,2.425223720270901838e-07
-3.623623623623623669e+00,2.590817972184239311e-07
-3.568568568568568633e+00,2.952556670263368120e-07
-3.513513513513513153e+00,3.249313379226642193e-07
-3.458458458458458118e+00,3.646608137875011643e-07
-3.403403403403403082e+00,4.067677403143517572e-07
-3.348348348348348047e+00,4.650341321020980520e-07
-3.293293293293293011e+00,5.006029592217568879e-07
-3.238238238238237976e+00,5.446992247891486128e-07
-3.183183183183182940e+00,6.020412299223781900e-07
-3.128128128128127905e+00,6.693629080804245279e-07
-3.073073073073072869e+00,7.696028458287807170e-07
-3.018018018018017834e+00,8.766552994521542970e-07
-2.962962962962962798e+00,9.567075555667322419e-07
-2.907907907907907763e+00,1.078427135672549864e-06
-2.852852852852852727e+00,1.303081728545242163e-06
-2.797797797797797692e+00,1.425952251929005295e-06
-2.742742742742742657e+00,1.576013438526042049e-06
-2.687687687687687621e+00,1.738453311038285359e-06
-2.632632632632632586e+00,1.988484775771177797e-06
-2.577577577577577550e+00,2.176986815200536957e-06
-2.522522522522522515e+00,2.391853764451768744e-06
-2.467467467467467479e+00,2.669135517817192374e-06
-2.412412412412412444e+00,2.981808741861416231e-06
-2.357357357357357408e+00,3.327565295644212301e-06
-2.302302302302302373e+00,3.718253911505195264e-06
-2.247247247247247337e+00,4.047754726495782687e-06
-2.192192192192192302e+00,4.538039605918142203e-06
-2.137137137137137266e+00,5.021785558481083643e-06
-2.082082082082082231e+00,5.670497772734715669e-06
-2.027027027027026751e+00,6.394465618299165198e-06
-1.971971971971971715e+00,7.390858217992286590e-06
-1.916916916916916680e+00,7.660118592570323628e-06
-1.861861861861861644e+00,8.466529308392973494e-06
-1.806806806806806609e+00,9.873809709133047469e-06
-1.751751751751751573e+00,1.069287015375897559e-05
-1.696696696696696538e+00,1.299671113212524965e-05
-1.641641641641641503e+00,1.315995628421992747e-05
-1.586586586586586467e+00,1.385120804639883585e-05
-1.531531531531531432e+00,1.475946130169421974e-05
-1.476476476476476396e+00,1.623926900914170546e-05
-1.421421421421421361e+00,1.869200435377922536e-05
-1.366366366366366325e+00,1.944921728715058614e-05
-1.311311311311311290e+00,2.129523358006250012e-05
-1.256256256256256254e+00,2.284630133295499860e-05
-1.201201201201201219e+00,2.598401661261046455e-05
-1.146146146146146183e+00,2.868848169693344338e-05
-1.091091091091091148e+00,2.983718272921324636e-05
-1.036036036036036112e+00,3.230461621106375732e-05
-9.809809809809806325e-01,3.563272819938586894e-05
-9.259259259259255970e-01,3.884966929296205585e-05
-8.708708708708705615e-01,4.420897457175135796e-05
-8.158158158158155260e-01,4.751828380697352237e-05
-7.607607607607604905e-01,5.471048185513115695e-05
-7.057057057057054550e-01,5.580764627146299730e-05
-6.506506506506504195e-01,6.169442017741438280e-05
-5.955955955955953840e-01,6.419021292017318544e-05
-5.405405405405403485e-01,6.997372285381742781e-05
-4.854854854854853130e-01,7.493001673829238177e-05
-4.304304304304302775e-01,8.244065614749537644e-05
-3.753753753753752420e-01,9.225735964032123434e-05
-3.203203203203202065e-01,1.059687841307325394e-04
-2.652652652652651710e-01,1.344987974748067163e-04
-2.102102102102101355e-01,1.243140219295588524e-04
-1.551551551551551000e-01,1.291481960340556240e-04
-1.001001001001000645e-01,1.383670486514265274e-04
-4.504504504504502904e-02,1.483436481125942992e-04
1.001001001001000645e-02,1.597907873787207764e-04
6.506506506506504195e-02,1.763936371305771685e-04
1.201201201201200774e-01,1.824942851582666062e-04
1.751751751751751129e-01,1.987664532574457505e-04
2.302302302302301484e-01,2.159727429519502713e-04
2.852852852852851839e-01,2.325087960608161741e-04
3.403403403403402194e-01,2.569478012375636471e-04
3.953953953953952549e-01,2.910033450124115085e-04
4.504504504504502904e-01,3.234857731394777153e-04
5.055055055055053259e-01,3.524805932439230749e-04
5.605605605605603614e-01,3.536964807475658575e-04
6.156156156156153969e-01,3.841198687501147470e-04
6.706706706706704324e-01,4.036684353801905977e-04
7.257257257257254679e-01,4.381711905331623302e-04
7.807807807807805034e-01,4.712151345073590613e-04
8.358358358358355389e-01,5.189029680262851208e-04
8.908908908908914626e-01,5.406283653339879168e-04
9.459459459459464981e-01,5.892616380836550273e-04
1.001001001001001534e+00,6.596889089613059256e-04
1.056056056056056569e+00,6.676742810594341266e-04
1.111111111111111605e+00,7.104912749768132899e-04
1.166166166166166640e+00,7.647072839386863602e-04
1.221221221221221676e+00,8.383705588616065804e-04
1.276276276276276711e+00,8.962076108623832395e-04
1.331331331331331747e+00,9.844094006719564423e-04
1.386386386386386782e+00,1.176141850331683661e-03
1.441441441441441818e+00,1.155378146427994386e-03
1.496496496496496853e+00,1.205725768591401183e-03
1.551551551551551889e+00,1.285970525978253134e-03
1.606606606606606924e+00,1.404700848835458132e-03
1.661661661661661959e+00,1.602178624635762928e-03
1.716716716716716995e+00,1.720258702431518016e-03
1.771771771771772030e+00,2.025937223629393873e-03
1.826826826826827066e+00,1.897890504011481155e-03
1.881881881881882101e+00,2.000643960446993504e-03
1.936936936936937137e+00,2.041139076355345198e-03
1.991991991991992172e+00,2.119683554161744515e-03
2.047047047047047208e+00,2.210518174323266617e-03
2.102102102102102243e+00,2.315120888902553933e-03
2.157157157157157279e+00,2.420439689051325904e-03
2.212212212212212314e+00,2.573754015043480930e-03
2.267267267267267350e+00,2.770689844435428924e-03
2.322322322322322385e+00,3.128966999983495267e-03
2.377377377377377421e+00,3.239388056084572479e-03
2.432432432432432456e+00,3.517963518880946275e-03
2.487487487487487492e+00,3.640053243458553963e-03
2.542542542542542527e+00,3.906964738295920676e-03
2.597597597597597563e+00,4.059630731791372127e-03
2.652652652652652598e+00,4.338159866958515680e-03
2.707707707707707634e+00,4.839035314351963941e-03
2.762762762762762669e+00,4.876475777890802027e-03
2.817817817817817705e+00,5.231508969635182207e-03
2.872872872872872740e+00,5.284106474950009229e-03
2.927927927927927776e+00,5.115594605099962541e-03
2.982982982982982811e+00,5.320048370162627945e-03
3.038038038038038735e+00,5.571261756833256751e-03
