# time, lyapunov_exponent_2
2.000000000000000042e-03,5.209923460751186841e-02
4.000000000000000083e-03,1.043420463798419850e-01
1.600000000000000033e-02,4.168168359983070448e-01
3.200000000000000067e-02,8.138645225388094762e-01
6.400000000000000133e-02,1.479930819225609540e+00
1.280000000000000027e-01,2.278146571277433807e+00
2.560000000000000053e-01,2.724341961857798644e+00
5.120000000000000107e-01,2.764730006507356563e+00
1.024000000000000021e+00,2.725564891331734962e+00
