# log(rho), p(log(rho))
-4.605170185988090914e+00,5.283570796447464774e-08
-4.540633266464734419e+00,6.896292823431515804e-08
-4.476096346941377924e+00,9.424386562376520693e-08
-4.411559427418021428e+00,1.285102161239604329e-07
-4.347022507894664045e+00,1.606158497840559635e-07
-4.282485588371307550e+00,2.113098982012562507e-07
-4.217948668847951055e+00,2.778058490427689180e-07
-4.153411749324594560e+00,3.646988998414160664e-07
-4.088874829801238064e+00,4.858017236508669715e-07
-4.024337910277881569e+00,6.356935192695758621e-07
-3.959800990754524630e+00,8.231725336345191657e-07
-3.895264071231167691e+00,1.094982207299506867e-06
-3.830727151707811196e+00,1.443565788584912060e-06
-3.766190232184454700e+00,1.884416876871231546e-06
-3.701653312661098205e+00,2.429024808024073258e-06
-3.637116393137741266e+00,3.053208244418985367e-06
-3.572579473614384771e+00,3.918831769568074515e-06
-3.508042554091027831e+00,5.025629444361877336e-06
-3.443505634567671336e+00,6.550188846269316635e-06
-3.378968715044314841e+00,8.273980354411245922e-06
-3.314431795520958346e+00,1.075310101103937006e-05
-3.249894875997601851e+00,1.381294878609457215e-05
-3.185357956474244912e+00,1.743811555975884598e-05
-3.120821036950888416e+00,2.233074985193345659e-05
-3.056284117427531477e+00,2.762019880807045638e-05
-2.991747197904174982e+00,3.479445353310075650e-05
-2.927210278380818487e+00,4.360910154330329536e-05
-2.862673358857461992e+00,5.425002591356005915e-05
-2.798136439334105052e+00,6.716621516019868584e-05
-2.733599519810748557e+00,8.376093001302817483e-05
-2.669062600287391618e+00,1.034966394535075600e-04
-2.604525680764035123e+00,1.286959657137524960e-04
-2.539988761240678627e+00,1.594582391573162825e-04
-2.475451841717322132e+00,1.981729805651480261e-04
-2.410914922193965193e+00,2.403879345152339965e-04
-2.346378002670608698e+00,2.951391705242428732e-04
-2.281841083147252203e+00,3.548218014580552053e-04
-2.217304163623895263e+00,4.279381493188945374e-04
-2.152767244100538768e+00,5.217903031163613871e-04
-2.088230324577182273e+00,6.402652876459193412e-04
-2.023693405053825778e+00,7.700953751369501955e-04
-1.959156485530468839e+00,9.280182773478010474e-04
-1.894619566007112343e+00,1.124567943536605328e-03
-1.830082646483755848e+00,1.333950575077918858e-03
-1.765545726960398909e+00,1.589488579571337549e-03
-1.701008807437042414e+00,1.885935581929968448e-03
-1.636471887913685919e+00,2.219895989853494685e-03
-1.571934968390328979e+00,2.630322791840404920e-03
-1.507398048866972484e+00,3.110867128453066559e-03
-1.442861129343615989e+00,3.676986216083356213e-03
-1.378324209820259050e+00,4.255447980830944117e-03
-1.313787290296902555e+00,5.031103242644728406e-03
-1.249250370773546059e+00,5.870146223534659230e-03
-1.184713451250189120e+00,6.898936810785787944e-03
-1.120176531726832625e+00,8.034237551481119080e-03
-1.055639612203476130e+00,9.462956932900381743e-03
-9.911026926801191905e-01,1.088139057496676464e-02
-9.265657731567626954e-01,1.252623069323637386e-02
-8.620288536334062002e-01,1.457012489204619413e-02
-7.974919341100497050e-01,1.694452339970797805e-02
-7.329550145866927657e-01,1.932298599043557122e-02
-6.684180950633362706e-01,2.205077598214053372e-02
-6.038811755399793313e-01,2.478952150205507993e-02
-5.393442560166228361e-01,2.852899402317889480e-02
-4.748073364932663409e-01,3.255641619226470884e-02
